ParticipantId,StartTime (America/Chicago),CompletionTime (America/Chicago),CompletionType,CompletionCode,Payment,Bonus,Fees,Status,Task Data,Submitted Data,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Gender,Country Of Residence,Household Income,Race,Employment Status
A0DB29DA82DB48559401C7C496AB41F1,05/06/2024 06:53:10 PM,05/06/2024 06:55:53 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Gregory Blood_7_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Gregory%20Blood_7_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":748}","{""Data"":{""taskData"":{""age"":""33"",""jaw"":""Five o\u0027clock shadow"",""eyes"":""Normal"",""hair"":""Short"",""nose"":""Normal "",""race"":""white"",""beard"":""Blank stare "",""gender"":""male"",""eyebrows"":""Thick brown "",""expression"":""neutral"",""additionalInfo"":""Slight space between the front two teeth""}}}",40,"Doctorate degree (for example: PhD, EdD)",Female,"Science, Technology, Engineering & Mathematics",Single,Democrat,Woman,United States,"$200,000-$224,999",Black or African American,Full-time
C447BC8B5EDE47C39964C656BF05B108,05/06/2024 06:53:24 PM,05/06/2024 06:56:55 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""2.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""2.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Marian Ellington_11_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Marian%20Ellington_11_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":709}","{""Data"":{""taskData"":{""age"":""Mid 20"",""jaw"":""No "",""eyes"":""Normal"",""hair"":""Short brown hair"",""nose"":""Normal"",""race"":""white"",""gender"":""female"",""eyebrows"":""Brown"",""expression"":""smiling"",""additionalInfo"":""No glasses""}}}",72,High school graduate - high school diploma or the equivalent (for example: GED),Male,Retired,Married,Democrat,Man,United States,"$40,000-$49,999",White,Retired
B1273F53A6754CCDA4FBB849AF2B174F,05/06/2024 06:53:30 PM,,,,0,0,0,Returned,,,44,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,Single,Independent,Man,United States,"$90,000-$99,999",Black or African American,Unemployed
2B5124A2C09A4AF999181A419EC47EF1,05/06/2024 06:53:37 PM,,,,0,0,0,Returned,,,29,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Government & Public Administration,Single,Democrat,Man,United States,"$40,000-$49,999",White,Full-time
CA3FE2B361204109840C02214C9220C0,05/06/2024 06:53:39 PM,,,,0,0,0,Returned,,,25,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,In a relationship,Independent,Woman,United States,"$10,000-$19,999",Filipino,Unemployed
EBCC867A218C4D958D9E784CCFD4C46C,05/06/2024 06:53:42 PM,05/06/2024 06:56:26 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""5.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Olga Packer_15_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Olga%20Packer_15_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":752}","{""Data"":{""taskData"":{""age"":""mid-30\u0027s"",""jaw"":""Square"",""eyes"":""Dark brown"",""hair"":""Very dark brown"",""nose"":""Average"",""race"":""middle_eastern_south_asian"",""beard"":""Slight, mostly on the chin"",""gender"":""male"",""eyebrows"":""Thick"",""expression"":""smiling"",""additionalInfo"":""N/A""}}}",35,"Some college, but no degree",Female,Medicine,Married,Independent,Woman,United States,"$30,000-$39,999",White,Part-time
89B74F29A27B4D05AC06A8DC92D88355,05/06/2024 06:53:58 PM,05/06/2024 06:57:18 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""1.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""2.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Christopher Kesler_11_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Christopher%20Kesler_11_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":753}","{""Data"":{""taskData"":{""age"":""early 30s"",""jaw"":""round jaw with cleft"",""eyes"":""medium squinted black "",""hair"":""short curly black "",""nose"":""small nostrils with thin bridge and long length "",""race"":""white"",""beard"":""None"",""gender"":""male"",""eyebrows"":""thick black"",""expression"":""neutral""}}}",24,"Associate degree (for example: AA, AS)",Male,Arts,Single,Democrat,Man,United States,"$20,000-$29,999",Other,Student
55B55081F7774D408272466A11810C80,05/06/2024 06:54:04 PM,05/06/2024 06:59:36 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""5.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""4.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Larry Truett_16_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Larry%20Truett_16_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":754}","{""Data"":{""taskData"":{""age"":""mid-20\u0027s"",""jaw"":""rounded"",""eyes"":""small blue"",""hair"":""Long straight blond"",""nose"":""wide nostrils"",""race"":""white"",""beard"":""none"",""gender"":""female"",""eyebrows"":""Thin brown"",""expression"":""smiling""}}}",53,"Some college, but no degree",Female,Other,Married,Something else,Woman,United States,"$125,000-$149,999",White,"Not in paid work (e.g., homemaker, disabled)"
1FEE8E1A1FBA4DFBA219996C162117C8,05/06/2024 06:54:07 PM,05/06/2024 06:58:11 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""2.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""4.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Bessie Wolfe_19_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Bessie%20Wolfe_19_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":755}","{""Data"":{""taskData"":{""age"":""mid 30s"",""jaw"":""defined jaw line"",""eyes"":""brown eyes"",""hair"":""short brown hair"",""nose"":""medium sized roundish "",""race"":""white"",""beard"":""clean cut"",""gender"":""male"",""eyebrows"":""normal "",""expression"":""neutral"",""additionalInfo"":""middle age man""}}}",39,High school graduate - high school diploma or the equivalent (for example: GED),Male,Manufacturing,In a relationship,Democrat,Man,United States,"$30,000-$39,999",White,Full-time
85A0693C24AB40FDA813D2DA1D609913,05/06/2024 06:54:26 PM,05/06/2024 06:56:51 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""4.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""4.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Brittany Kelley_17_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Brittany%20Kelley_17_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":627}","{""Data"":{""taskData"":{""age"":""Early twenties"",""jaw"":""Normal"",""eyes"":""Brown"",""hair"":""Long brunette"",""nose"":""Small"",""race"":""hispanic"",""beard"":""None"",""gender"":""female"",""eyebrows"":""Thick brown"",""expression"":""smiling"",""additionalInfo"":""Wearing earrings. Wearing lip gloss. ""}}}",37,"Associate degree (for example: AA, AS)",Female,Legal,Married,Democrat,Woman,United States,"$125,000-$149,999",White,Full-time
A5B7A9C9811C401EB0D6610CAA6D867F,05/06/2024 06:54:28 PM,05/06/2024 06:57:36 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""4.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""4.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Curtis Wegner_16_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Curtis%20Wegner_16_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":756}","{""Data"":{""taskData"":{""age"":""mid 20s"",""jaw"":""rounded"",""eyes"":""brown"",""hair"":""blondish brown"",""nose"":""larger nostrils"",""race"":""white"",""beard"":""none"",""gender"":""male"",""eyebrows"":""brown"",""expression"":""smiling"",""additionalInfo"":""no""}}}",71,"Doctorate degree (for example: PhD, EdD)",Male,Information Technology,Married,Independent,Man,United States,"$125,000-$149,999",White,Full-time
33C5648DCB924E02872209BE406411BB,05/06/2024 06:54:29 PM,05/06/2024 06:58:27 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Hazel Dixon_12_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Hazel%20Dixon_12_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":757}","{""Data"":{""taskData"":{""age"":""Mid 20s"",""jaw"":""None"",""eyes"":""Wide nose"",""hair"":""Thin brown"",""nose"":""Wide"",""race"":""white"",""beard"":""Slight smile"",""gender"":""female"",""eyebrows"":""Light blue "",""expression"":""smiling"",""additionalInfo"":""Brown hair""}}}",40,"Some college, but no degree",Female,Retired,In a relationship,Independent,Woman,United States,"$10,000-$19,999",White,"Not in paid work (e.g., homemaker, disabled)"
C7988C84903D405BBBE4666A58D8D905,05/06/2024 06:54:32 PM,05/06/2024 06:58:38 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""2.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""4.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Marsha Kaminsky_11_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Marsha%20Kaminsky_11_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":758}","{""Data"":{""taskData"":{""age"":""70s"",""jaw"":""None"",""eyes"":""Normal sized"",""hair"":""White"",""nose"":""Normal"",""race"":""white"",""beard"":""Sad"",""gender"":""male"",""eyebrows"":""Brown"",""expression"":""neutral"",""additionalInfo"":""Older gentleman, looked sad\n""}}}",45,"Bachelor's degree (for example: BA, AB, BS)",Female,Architecture and Construction,Single,Republican,Woman,United States,"$125,000-$149,999",White,Full-time
1D886B50C2794E80B90C07EEF14A0E13,05/06/2024 06:54:34 PM,,,,0,0,0,Returned,,,36,"Associate degree (for example: AA, AS)",Female,Retail,Single,Democrat,Woman,United States,"$20,000-$29,999",White,Part-time
C5AF928339E04282A78E0D7D1C0B8097,05/06/2024 06:54:40 PM,,,,0,0,0,Returned,,,54,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Manufacturing,Single,Republican,Man,United States,"$10,000-$19,999",White,Part-time
738C47B8F8254C7B80D9362DD68F28BE,05/06/2024 06:54:57 PM,,,,0,0,0,Returned,,,46,"Bachelor's degree (for example: BA, AB, BS)",Male,Retail,Single,Republican,Man,United States,"$20,000-$29,999",White,Unemployed
707457F62FDA461B850B4C05934A84EE,05/06/2024 06:54:57 PM,,,,0,0,0,Returned,,,27,"Some college, but no degree",Female,Marketing and Sales,Married,Republican,Woman,United States,"$150,0000-$174,999",White,Part-time
EB85B001BC884E5AA40F7F79EAE30CB1,05/06/2024 06:55:06 PM,,,,0,0,0,Returned,,,43,"Some college, but no degree",Female,Other,Married,Democrat,Woman,United States,"$60,000-$69,999",White,"Not in paid work (e.g., homemaker, disabled)"
7EC7B26C982C47D69F08BC21F0A35CFC,05/06/2024 06:55:08 PM,,,,0,0,0,Returned,,,57,"Some college, but no degree",Female,Information Technology,Married,Democrat,Woman,United States,"$40,000-$49,999",Black or African American,Part-time
3825174D2A854827B9686828AA2C868B,05/06/2024 06:55:12 PM,05/06/2024 07:04:50 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""2.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Diana Murr_7_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Diana%20Murr_7_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":762}","{""Data"":{""taskData"":{""age"":""mid 50s"",""jaw"":""normal round"",""eyes"":""wide set brown"",""hair"":""short grey"",""nose"":""medium round"",""race"":""white"",""beard"":""none"",""gender"":""male"",""eyebrows"":""normal black"",""expression"":""neutral"",""additionalInfo"":""proffesional""}}}",47,"Some college, but no degree",Male,Arts,Divorced,Independent,Man,United States,"$40,000-$49,999",White,Part-time
996EC505B93C4829BF22C01ABC94A238,05/06/2024 06:55:14 PM,05/06/2024 06:57:34 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Jennifer Shuster_7_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Jennifer%20Shuster_7_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":763}","{""Data"":{""taskData"":{""age"":""early 30s"",""jaw"":""square"",""eyes"":""hooded brown"",""hair"":""medium length brown"",""nose"":""normal width"",""race"":""white"",""beard"":""none"",""gender"":""female"",""eyebrows"":""thin brown, low set"",""expression"":""smiling""}}}",28,"Bachelor's degree (for example: BA, AB, BS)",Female,"Science, Technology, Engineering & Mathematics",In a relationship,Democrat,Woman,United States,"$250,000 or more",Chinese,Full-time
87E9E424A2C346408D960F3B3FC31629,05/06/2024 06:55:21 PM,05/06/2024 06:59:30 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""2.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""2.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Rebecca Toler_1_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Rebecca%20Toler_1_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":764}","{""Data"":{""taskData"":{""age"":""55"",""jaw"":""round"",""eyes"":""averge brown"",""hair"":""very short brown hair"",""nose"":""bigger nose and nostrills"",""race"":""white"",""beard"":""none"",""gender"":""female"",""eyebrows"":""average brown"",""expression"":""smiling"",""additionalInfo"":""wearing sunflower earings ""}}}",19,"Some college, but no degree",Male,Retail,Single,Independent,Man,United States,Prefer not to say,Black or African American,Full-time
4619BB2FCD7646B0B4934E4EB5E8E442,05/06/2024 06:55:25 PM,05/06/2024 06:57:49 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""2.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Martin Willey_17_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Martin%20Willey_17_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":750}","{""Data"":{""taskData"":{""age"":""35"",""jaw"":""Rounded"",""eyes"":""Blue"",""hair"":""Wavy and short and brown"",""nose"":""Small"",""race"":""white"",""beard"":""None"",""gender"":""male"",""eyebrows"":""Thick"",""expression"":""smiling"",""additionalInfo"":""Uneven skin tone""}}}",44,"Professional degree (for example: MD, DDS, DVM, LLB, JD)",Female,Information Technology,In a relationship,Independent,Woman,United States,"$175,000-$199,999",White,Prefer not to say
96A2F9C5A9194BC89B649DCCC437460B,05/06/2024 06:55:33 PM,05/06/2024 07:03:14 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""1.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Ryan Cashman_1_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Ryan%20Cashman_1_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":765}","{""Data"":{""taskData"":{""age"":""upper 20s"",""jaw"":""square jawline"",""eyes"":""squinting"",""hair"":""buzz cut, redhead"",""nose"":""pointed"",""race"":""white"",""beard"":""stubble"",""gender"":""male"",""eyebrows"":""thin, red"",""expression"":""neutral"",""additionalInfo"":""squinting because the sun is in his eyes""}}}",23,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,Single,Prefer not to say,Prefer not to say,United States,"$40,000-$49,999",White,Student
914F187F790C42F89E3C88F06E401B9D,05/06/2024 06:55:41 PM,,,,0,0,0,Returned,,,52,High school graduate - high school diploma or the equivalent (for example: GED),Male,Hospitality & Tourism,Married,Independent,Man,United States,"$30,000-$39,999",White,Full-time
373ED6D666184C09A4BF0422482B9013,05/06/2024 06:56:06 PM,,,,0,0,0,Returned,,,58,"Some college, but no degree",Female,Other,Married,Independent,Woman,United States,"$100,000-$124,999",White,Full-time
40FF357561C14DD09CEFEB444508494F,05/06/2024 06:56:54 PM,05/06/2024 07:00:38 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""4.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Justin Foss_9_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Justin%20Foss_9_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":766}","{""Data"":{""taskData"":{""age"":""20s to 30s"",""jaw"":""slightly rounded oval"",""eyes"":""sleepy light colored eyes, blue or green"",""hair"":""short, dark blonde or red"",""nose"":""wide bridge, average size otherwise"",""race"":""white"",""beard"":""none"",""gender"":""male"",""eyebrows"":""thick blonde/red"",""expression"":""smiling"",""additionalInfo"":""no glasses or facial hair, no jewelry. straight teeth. cre""}}}",36,High school graduate - high school diploma or the equivalent (for example: GED),Female,Arts,In a relationship,Prefer not to say,Woman,United States,"$20,000-$29,999",White,Full-time
5DEC846F665044568AB5E910160C4100,05/06/2024 06:56:56 PM,,,,0,0,0,Returned,,,57,Less than a high school diploma,Male,Architecture and Construction,Single,Independent,Man,United States,"$30,000-$39,999",White,Full-time
C0B051948FA94146BF32799072E7BD9B,05/06/2024 06:56:58 PM,05/06/2024 07:00:45 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Shawn Ginn_5_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Shawn%20Ginn_5_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":703}","{""Data"":{""taskData"":{""age"":""mid 30s"",""jaw"":""square"",""eyes"":""brown, right eye open more than left"",""hair"":""short, straight, brunette"",""nose"":""short, slightly wide"",""race"":""hispanic"",""beard"":""short "",""gender"":""male"",""eyebrows"":""thick, dark brown"",""expression"":""neutral"",""additionalInfo"":""wide, round face""}}}",57,"Bachelor's degree (for example: BA, AB, BS)",Female,Retired,Widowed,Democrat,Woman,United States,"$50,000-$59,999",White,Retired
4E284A4E28F3472490C6598DB4125C07,05/06/2024 06:57:02 PM,,,,0,0,0,Returned,,,38,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Education & Training,Married,Republican,Man,United States,"$60,000-$69,999",Black or African American,Full-time
D4908E4C013D4789BA65FC8C994B022A,05/06/2024 06:57:03 PM,,,,0,0,0,Returned,,,36,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Education & Training,Married,Democrat,Woman,United States,"$125,000-$149,999",White,Full-time
99431EC3D3E940CF8D891484E7CCFF69,05/06/2024 06:57:07 PM,05/06/2024 07:00:30 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Viola Lepore_19_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Viola%20Lepore_19_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":768}","{""Data"":{""taskData"":{""age"":""late 40s"",""jaw"":""square"",""eyes"":""blueish"",""hair"":""brown"",""nose"":""prominent"",""race"":""white"",""beard"":""no beard"",""gender"":""male"",""eyebrows"":""brown"",""expression"":""neutral"",""additionalInfo"":""looked smarmy""}}}",39,"Bachelor's degree (for example: BA, AB, BS)",Female,Medicine,Single,Democrat,Woman,United States,"$80,000-$89,999",An ethnicity not listed here,Full-time
5D65A6E3605D42CEAA8043868C787403,05/06/2024 06:57:18 PM,,,,0,0,0,Returned,,,36,"Associate degree (for example: AA, AS)",Male,Other,Single,Independent,Man,United States,"$90,000-$99,999",White,Part-time
EEEA37655E914F7CAF298B09C263CDF5,05/06/2024 06:57:32 PM,,,,0,0,0,Returned,,,31,"Professional degree (for example: MD, DDS, DVM, LLB, JD)",Female,Education & Training,Married,Republican,Woman,United States,"$175,000-$199,999",White,Full-time
86F7B4DA64B24F378C6FFFB82AF142FB,05/06/2024 06:57:34 PM,05/06/2024 07:00:33 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""2.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Martha Northrup_11_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Martha%20Northrup_11_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":770}","{""Data"":{""taskData"":{""age"":""30s"",""jaw"":""round, high cheekbones, kind of square chin"",""eyes"":""brown and squinty"",""hair"":""blonde, wavy"",""nose"":""small nose"",""race"":""white"",""beard"":""none"",""gender"":""female"",""eyebrows"":""defined brown "",""expression"":""smiling"",""additionalInfo"":""hoop earrings, middle parted hair : had some redness to face""}}}",26,"Associate degree (for example: AA, AS)",Female,Other,Married,Democrat,Woman,United States,"$80,000-$89,999",White,Full-time
C3F60E5AAB274BA786764F926C52ABEB,05/06/2024 06:57:53 PM,05/06/2024 07:00:33 PM,Template,,0,0,0,Pending,"{""RowData"":[{""CellData"":""2.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""2.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Ann_Siu_13_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Ann_Siu_13_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":769}","{""Data"":{""taskData"":{""age"":""mid-40s"",""jaw"":""Round"",""eyes"":""Greyish green"",""hair"":""Straight brown"",""nose"":""Small nostrils and flat"",""race"":""white"",""beard"":""None"",""gender"":""female"",""eyebrows"":""Thin brown"",""expression"":""smiling""}}}",18,"Some college, but no degree",Male,"Science, Technology, Engineering & Mathematics",Single,Independent,Man,United States,"$250,000 or more",Other,Student
